"ProbeID","All_Effect_Random","UCSC_RefGene_Names"
"cg09662411",0.00965220169841159,"GFI1"
"cg07427577",0.00963888352615164,"UFSP2"
"cg16210088",-0.00963833549380583,"C22orf27"
"cg00321709",0.00963774553337732,"CYP2E1"
"cg12944573",-0.00963716326155303,"OPRM1"
"cg18778857",-0.00963678336332397,"LOC642846"
"cg22420257",0.00963624600760667,"USP7"
"cg07059402",0.00963515619211296,"MIR659"
"cg09627057",0.00963283526784819,"SH3BP5"
"cg19390271",0.00963231261161257,"CNOT2"
"cg09705784",0.0096317642891779,"DNAH17"
"cg01188578",0.00963171881159559,"HADHA"
"cg13835688",0.00963136835965408,"SLC25A25"
"cg01061164",-0.00962931750834389,"FAM120B"
"cg16915828",-0.00962802260586716,"PLEKHB1"
"cg04166638",-0.00962761442661039,"AZI1"
"cg10110474",0.00962623077508339,"MYO1D"
"cg16699635",0.00962569725572449,"HLA-DRB5"
"cg27395922",0.00962174701955216,"LOC441601"
"cg13903421",0.00962072488464027,"WNT6"
"cg18214796",0.00961986364575734,"FBXO33"
"cg15255946",0.00961777542225821,"HLA-DQB2"
"cg08104960",-0.00961295238326649,"NXN"
"cg12125241",-0.00961275843420441,"PDE8A"
"cg13523718",0.00961134082156431,"PTPRN2"
"cg19376664",0.00960897158556772,"PBX2"
"cg13303654",-0.00960760416636098,"ZEB1"
"cg26846076",0.00960651205378198,"CYTSB"
"cg13424940",0.00960440641332193,"VAV2"
"cg01921066",0.0096034078001816,"ABCA4"
"cg21161138",-0.00959969454490326,"AHRR"
"cg21208943",0.00959850594744659,"RABIF"
"cg12061113",-0.00959574171345531,"LOC100130522"
"cg18058230",-0.00959520280125837,"TNIK"
"cg16163535",-0.00959291677985254,"SLC12A7"
"cg23245147",0.00959145682496191,"CHRDL1"
"cg22625220",0.00958840952262412,"NCOR1"
"cg02741327",0.00958182254410826,"TMEM163"
"cg02201479",-0.00958090289762772,"INPP5A"
"cg04039397",-0.00957887633578426,"CD96"
"cg15507901",-0.00957715831942858,"CCDC54"
"cg03019812",-0.00957419683987719,"HCG9"
"cg21610904",0.00957387998969,"ZNF562"
"cg21050234",-0.00956722445264552,"FAM38B"
"cg14807303",0.00956616767852861,"AR"
"cg07733920",0.00956507906677548,"FAM160B1"
"cg23248910",0.00956336848994089,"FGFR2"
"cg08288016",-0.00956049204921919,"FAT1"
"cg08158105",0.00955942762687438,"BRI3BP"
"cg26472089",-0.00955613334974824,"MAPK14"
"cg05129479",0.00955530927338274,"HLA-B"
"cg10006428",-0.00955314945749151,"OR2T27"
"cg00758881",-0.00954935140460329,"NDRG4"
"cg05707655",-0.0095484035044517,"ABR"
"cg15393936",0.00954490241378059,"FAM171A1"
"cg10287786",-0.0095437367735847,"DSCAML1"
"cg04120272",0.0095410444402137,"FBXO47"
"cg19072128",-0.00954044473640648,"ASB1"
"cg26753307",0.00954011330297599,"KPNB1"
"cg18082515",0.00953993965797865,"MYOF"
"cg14709479",-0.00953990301395295,"TTLL10"
"cg17054449",-0.00953801587837724,"KIAA1210"
"cg16278496",-0.00953355213794802,"C14orf64"
"ch.15.327351R",-0.00953302561960068,"C15orf41"
"cg17400113",-0.0095319944659369,"RGMA"
"cg05764570",-0.00953130639179203,"HLA-DQB2"
"cg07490070",0.00952832081324139,"ANKRD23"
"cg02355653",-0.0095274263145506,"LOC285830"
"cg03899827",0.00952454042866215,"VIPR2"
"cg20281554",-0.00951951998233384,"FANK1"
"cg25651476",0.0095141709188537,"NLRP2"
"cg12053762",0.00951379035942373,"RIC8B"
"cg26537335",-0.00951328134754712,"CHST11"
"cg14531564",0.00951298039952642,"SDF4"
"cg10548102",-0.00951091846407768,"MGST1"
"cg08377331",-0.0095094220526417,"GNA12"
"cg03181524",0.00950645282156622,"RYR1"
"cg08127694",-0.00950421557558058,"CCDC70"
"cg21380380",-0.00950299015597407,"GLCCI1"
"cg03196364",-0.00950255752867743,"BEST3"
"cg15022609",-0.00950013517105958,"CALCOCO2"
"cg10180297",-0.00949803029224563,"HS3ST2"
"cg01567113",0.00949497392818133,"ATCAY"
"cg17732216",0.00949077110382244,"RPS6KA2"
"cg08210706",0.00948905680704183,"SERPINA5"
"cg17178761",-0.00948728877666491,"MSI2"
"cg08479752",0.00948662101856625,"VSTM1"
"cg19592003",0.00948640760757213,"DEFB114"
"cg05529874",0.00948621602433943,"ZNF75A"
"cg21792155",0.0094850892384144,"PTH1R"
"cg06632310",-0.00948338966056104,"LASS4"
"cg25601709",0.00948172061872698,"GLT1D1"
"cg19421125",-0.00947948023116514,"LAG3"
"cg01183122",0.00947110557720757,"KCNE1"
"cg17457637",-0.00947078949032429,"HOXA4"
"cg21088514",0.00946666565267476,"KCNE1"
"cg19503462",-0.00946451227408363,"MDGA2"
"cg01979270",0.00946364968444071,"PDPK1"
"cg09374293",-0.00946358041370816,"PRMT2"
"cg00590152",0.00946105541512145,"EVPL"
"cg16535752",0.0094598562150184,"YPEL2"
"cg19740054",-0.00945682526566143,"CNKSR1"
"cg00027454",-0.00945538482976289,"RP2"
"cg23387863",0.00945514855044634,"SGK269"
"cg00047553",-0.00945358907139358,"HLA-DPB2"
"cg07970948",0.00944342489663415,"ZNF862"
"cg14294859",-0.00943820252332937,"SLC25A25"
"cg09411597",0.0094365163412859,"C10orf18"
"cg04814784",0.00943417770396677,"VHL"
"cg04053776",0.00943374020188572,"ZNF215"
"cg02691035",-0.00942730655729305,"ACSF3"
"cg10136008",0.00942333360851919,"HNMT"
"cg21213617",-0.00942305339707326,"LHX6"
"cg22744587",0.00942279955726268,"BARX2"
"cg20253913",-0.00942133238021253,"KRTAP10-9"
"cg11702988",-0.00941613499729236,"ATP11A"
"cg06070625",0.00941562184846503,"MITF"
"cg26524353",-0.00941482467877765,"HPCA"
"cg25199552",-0.00941259469523557,"KDM1A"
"cg21757148",0.00941049235196489,"LAMP2"
"cg22037249",0.00941004532378542,"HLA-DPA1"
"cg01443755",-0.00940910314844799,"CNTN1"
"cg05041596",0.00940716590687057,"NAALAD2"
"cg27113419",-0.00940657189372537,"NDRG4"
"cg25813936",0.00940416589412365,"GNE"
"cg00818680",-0.00940415740265218,"TMCO7"
"cg19257562",-0.00940309851915283,"PRKCZ"
"cg07011168",0.00939270807840305,"ARHGAP22"
"cg08829299",0.00939204809172205,"ATHL1"
"cg09034896",0.00939102039544953,"GRK1"
"cg06971773",0.00938649033453085,"TACR2"
"cg26839288",0.00938271344698883,"HNRNPA3P1"
"cg22731440",0.0093806916004387,"HLA-B"
"cg01577745",-0.0093799566351673,"NGFRAP1"
"cg23785275",0.00937888269193586,"HLA-DQB2"
"cg24136292",-0.00937783898516772,"INSC"
"cg08454824",-0.0093775519055947,"ERICH1"
"cg12417704",-0.00937645130504409,"KIAA0495"
"cg00069771",0.00937509087561357,"C1orf57"
"cg06455686",-0.00937422370589313,"SMOC2"
"cg15690822",0.00937340075598089,"RFFL"
"cg15290312",-0.009369995463214,"TIMP2"
"cg00161556",0.00936899756967201,"ZDHHC13"
"cg23651889",0.00936847020090761,"LPP"
"cg06570432",0.0093678716660705,"SORCS2"
"cg01622718",-0.00936775916913523,"PTPRN2"
"cg19350469",-0.00936736138262108,"BST1"
"cg24598948",0.0093664861003731,"LOC441666"
"cg24268161",-0.00936549601993484,"SYNGR1"
"cg25996557",-0.0093631386799576,"FRMPD4"
"cg24509104",-0.00936131221015028,"PDE3A"
"cg08885224",-0.00936043220785212,"EYA4"
"cg05074631",-0.00935358751125125,"DZIP1"
"cg19383211",0.00935211842961625,"HLA-DRB6"
"cg20221094",-0.00935197341866064,"HLA-A"
"cg26359510",0.0093512746755411,"ERRFI1"
"cg11468861",-0.00934930514850853,"PTPRN2"
"cg24617313",-0.00934924183236767,"GNAS"
"cg24049348",-0.00934883945701309,"PDGFRL"
"cg01213599",-0.00934880926530131,"CTBP2"
"cg22490229",-0.00934444458445039,"OR2M2"
"cg23643375",0.00934328051525088,"SP6"
"cg20756026",-0.00934196662517,"HEXDC"
"cg16864658",-0.00933962198920906,"CCK"
"cg03661817",-0.0093335626978663,"KIFC3"
"cg12321669",-0.00933101435055733,"HLA-C"
"cg05254221",0.0093304197376892,"FAM13C"
"cg25144558",-0.00932842525034857,"SDK1"
"cg08657492",-0.00932699473589059,"HOXA4"
"cg05093429",0.00932636955683195,"TCL6"
"cg20734569",-0.00932592980759295,"SPINK8"
"cg00272795",0.00932468634684288,"UBE2G2"
"cg03068497",-0.00932278887507409,"GARS"
"cg07286216",0.00932251672798605,"LOC650226"
"cg04001333",-0.00932068459578273,"FLVCR2"
"cg19463256",-0.00931894420653583,"CCDC8"
"cg08273995",-0.00931715311367912,"SORCS2"
"cg09073799",-0.00930813673439316,"MEX3B"
"cg09157251",0.0093060148779211,"SHANK2"
"cg26860613",0.00930587828910038,"IFFO1"
"cg10550074",0.00930478484400901,"C6orf222"
"cg14991769",0.00930418194489679,"TMEM176B"
"cg14554813",-0.0093018315694048,"PGM5P2"
"cg23689428",0.0092981701935761,"LOC84931"
"cg01615818",-0.00929812278551324,"ZNF681"
"cg24185832",-0.00929630975362222,"HLA-DPB2"
"cg01421119",0.00929524003594426,"C1orf97"
"cg20007021",-0.00929329969706473,"LTB4R2"
"cg16875104",-0.00929305336298348,"GARS"
"cg19379178",-0.00929121664632949,"LOC728448"
"cg05049312",0.00928513936607319,"ITPK1"
"cg23708717",0.0092834853246097,"CCDC11"
"cg16502355",-0.00928276540270536,"SMPX"
"cg21549285",0.00928126726072531,"MX1"
"cg20927656",-0.00927966915775387,"DPPA3"
"cg06313930",-0.00927955115395214,"MAGEA5"
"cg01418527",-0.00927376685814791,"FSCN1"
"cg05310309",-0.00927253135234289,"LIMS1"
"cg22201478",0.00927187926085442,"CARD8"
"cg02745784",0.00927132043088606,"PDE11A"
"cg09001527",-0.00926995073551879,"COL23A1"
"cg01901332",-0.00926710030132375,"ARRB1"
"cg01632703",0.00926384578972833,"HRNBP3"
"cg13023646",0.0092629314655106,"TRIM61"
"cg26299044",0.00925871081780916,"KRT12"
"cg00481159",0.00925543487290615,"AMDHD1"
"cg04513422",-0.0092535819800968,"C13orf29"
"cg27655935",-0.00925329425163174,"ESRP1"
"cg07467482",0.00925326785310489,"DPP6"
"cg15923484",0.00925032440885,"LCE1E"
"cg06321596",-0.0092465842340969,"XYLT1"
"cg21167587",-0.00924587029961606,"RNF38"
"cg20730966",0.00924348108133026,"GLB1"
"cg10501093",-0.00923701566861486,"TNFAIP2"
"cg01622385",-0.00923669857182778,"DPP10"
"cg18092630",-0.00923405921762065,"IQSEC1"
"cg08458692",0.00923278645628883,"CCDC144NL"
"cg04697454",0.00923166561605805,"RGMA"
"cg18729298",-0.0092298978288859,"KCNQ1"
"cg20276377",0.00922928458811374,"C3orf26"
"cg22232952",0.00922857553192302,"ANGPTL6"
"cg14999947",0.00922815258413942,"ZBTB9"
"cg19776793",-0.00922105530915903,"SLC38A10"
"cg12097222",0.00921938760808698,"EFHA2"
"cg14368220",0.00921897911185037,"MIR346"
"cg22098780",0.00921697030765097,"EFNB3"
"cg24637308",-0.00921511527797429,"DNHD1"
"cg25039694",-0.00921396110821424,"DNAJB6"
"cg17969540",-0.00921091794888353,"GRIN2D"
"cg27348515",-0.0092070317058733,"ARMCX2"
"cg13755204",0.00920647206191136,"VAV2"
"cg16748088",0.00920510406968929,"ZNF263"
"cg06300880",0.00920406502116803,"CD80"
"cg06355129",0.00920097339862608,"NES"
"cg25988214",-0.0092003383285981,"SLC38A10"
"cg27083089",0.00919955803754504,"HLA-B"
"cg03724423",-0.00919859997012976,"HOXA4"
"cg23247191",0.00919716250346229,"TPCN2"
"cg22198044",0.00919592868811799,"SH3BP2"
"cg07880384",0.00919527616935436,"C2"
"cg07940072",0.00919495614471112,"FOXA1"
"cg02577773",-0.00918866037578749,"KLF7"
"cg23026554",0.00918666433893133,"LOC441666"
"cg19341652",-0.00918460393535691,"DSE"
"cg15034848",-0.00918284997013716,"CRYGD"
"cg04141141",-0.00918128039508432,"PPAP2A"
"cg08937639",-0.009180305457886,"IGSF21"
"cg20240154",0.0091785640007219,"MICB"
"cg07643225",0.00917807984326332,"C10orf107"
"cg14011486",0.00917329965291516,"LIN28"
"cg17814335",-0.00917116475357055,"KIAA2022"
"cg24372256",0.00916718678459163,"UMODL1"
"cg12298872",0.00916619384103825,"C1orf69"
"cg19590900",0.00916574279110289,"KRTAP5-9"
"cg18587137",-0.00916528834479595,"TNFAIP2"
"cg26234644",0.0091644686697185,"TMEM220"
"cg06493806",0.00916275288516571,"NFATC1"
"cg19211931",-0.00916145362550141,"DPP10"
"cg17219203",0.00915881234122886,"HSD17B7P2"
"cg11669516",0.00915203090837713,"IGFBP2"
"cg01577760",-0.00915193363913567,"ALDH3B1"
"cg21154227",0.00915191492340221,"IGFBP7"
"cg16080125",-0.00915118838892936,"GNA12"
"cg14200127",0.00914846953103391,"DPYD"
"cg21794419",0.0091475140745192,"MCF2L2"
"cg14137381",-0.00914639099529389,"SLC9A3"
"cg11881599",0.00914465699851814,"CLLU1OS"
"cg05030953",-0.00914192798149352,"HLA-C"
"cg09413950",0.00913991037487058,"LOC440040"
"cg11046602",0.00913872767271532,"SPOP"
"cg27550325",-0.0091382290121214,"PTPRN2"
"cg06881398",-0.00913809066689124,"USP24"
"cg08173216",-0.00913670050843276,"CHP"
"cg20803780",-0.00913402516676855,"GSTA1"
"cg00567190",0.00913387617172003,"C1orf97"
"cg10098373",0.00913308463022661,"CPT1A"
"cg12166476",-0.00913297439729727,"LMO7"
"cg18446441",0.00913199662913672,"EEF1DP3"
"cg13393036",-0.00912954504312215,"TP53INP1"
"cg19937198",0.00912779900719085,"FAM3A"
"cg10798745",0.00912653674514953,"CD160"
"cg15541583",0.00912641793376761,"SLC9A10"
"cg14084609",0.00912432437412451,"EVL"
"cg16001335",-0.00912045105194956,"BRD1"
"cg01004980",0.0091153926495437,"PRKAR2A"
"cg07063463",-0.00911134991567127,"MATN4"
"cg12686260",-0.00910823296883983,"RNF44"
"cg15032960",0.00910589513477712,"RAB22A"
"cg03392386",0.00909957589083851,"IGSF9B"
"cg10690467",0.00909947460639533,"BEST3"
"cg13027142",0.00909649547048064,"NRXN1"
"cg22730636",0.00909583159556533,"CROCCL2"
"cg27319536",0.00909076948934714,"PPP2R2B"
"cg13979266",0.00908887988191293,"RPTOR"
"cg11046673",0.00908836056127172,"MED12L"
"cg00441709",0.00908236652228068,"PAFAH1B1"
"cg20696605",0.00907688864789912,"KTELC1"
"cg08935418",0.00907678997508177,"PTPRN2"
"cg05782751",-0.00907389147055453,"MCTS1"
"cg20831413",0.00907207200138957,"ARAP1"
"cg12876356",0.00907004050329585,"GFI1"
"cg05858042",-0.00906955803604603,"MIR210"
"cg14719055",0.00906890410723479,"RBBP7"
"cg04787784",-0.00906555823428615,"LMF1"
"cg20434529",0.00906502551395838,"OR2L13"
"cg02686662",-0.00906233590344114,"PPAP2C"
"cg16719771",0.0090622777146522,"POTEA"
"cg07164659",0.00906069882229261,"BIN3"
"cg21543081",0.00905722214805667,"HLA-DQB1"
"cg16857852",-0.00905422203986981,"SLC6A14"
"cg23400446",0.00905034411438159,"CYP2E1"
"cg12075498",-0.00904984898856404,"JAK1"
"cg25939647",0.00904971588698539,"GPR176"
"cg09259409",-0.00904965523550722,"OR2W5"
"cg18805164",0.00904531864948291,"SNX26"
"cg21159260",0.00904425524785484,"SLC9A3"
"cg15057747",0.00904377829489356,"NCRNA00200"
"cg21550016",-0.00904377184136494,"PAX8"
"cg25824978",-0.00904147838634837,"ZNF830"
"cg20249566",-0.0090407830071525,"NWD1"
"cg13371839",0.00904041705440837,"ZNF98"
"cg20575173",0.00903925810484162,"SENP7"
"cg05131266",0.0090389446071638,"C14orf159"
"cg00472029",-0.00903788363044806,"ZIC5"
"cg17984400",-0.00903716039216411,"ESPNP"
"cg17735193",-0.00903705085724077,"CCDC40"
"cg14584255",-0.00903392695928923,"PACRG"
"cg04255276",-0.00903201913245967,"LTBP3"
"cg03194122",0.00902971507293389,"SORCS2"
"cg23649088",-0.00902954070293619,"C2orf69"
"cg05878104",-0.00902870397414338,"WNK4"
"cg23295647",-0.0090268484765194,"NPAS3"
"cg15536845",-0.00902174878948362,"SLC7A14"
"cg26880412",-0.00902011056995508,"ZNF479"
"cg03432589",-0.00901692345473507,"ATP2B2"
"cg02423105",-0.00901359188159329,"CDH26"
"cg04637704",0.00901278592954103,"LOC286016"
"cg16034541",-0.00901172026335351,"MUC4"
"cg23365801",-0.00901143981847129,"KCNAB3"
"cg21461082",-0.00901049009248787,"PRMT2"
"cg14299234",-0.00900853263396956,"ZFP37"
"cg24265969",0.00900657058265795,"ERC2"
"cg03797115",-0.00900553023116269,"CASP6"
"cg04589021",-0.00900491684255206,"MAP2K3"
"cg02580045",0.00900246277914803,"ANKRD13A"
"cg05056497",0.00900046251145854,"RCAN1"
"cg01326421",-0.00900011652126035,"SLC23A2"
"cg06391412",0.00899955868137053,"FOXP1"
"cg13689996",0.00899749406115113,"C17orf54"
"cg05292605",0.00899660082725768,"LTBP2"
"cg08456555",0.00899184945175768,"ARHGAP6"
"cg11445191",-0.00898929373541902,"PCDHA6"
"cg24279243",-0.00898657685855631,"KLF3"
"cg03336167",-0.00898622051353951,"SLC22A18"
"cg15622158",-0.00898584185155226,"CNKSR1"
"cg03149567",0.00898481762572018,"INPP5A"
"cg26331067",-0.00898104767827038,"HLA-DRB6"
"cg03020424",0.00898053848324689,"CPA3"
"cg02620054",0.00898039832556602,"JAKMIP3"
"cg15837943",0.00897911076611742,"ITM2C"
"cg09786098",-0.00897706855314683,"KREMEN2"
"cg12923728",-0.00897488377840594,"SDHAP1"
"cg03521982",-0.00897435313876224,"CBLN2"
"cg05446414",0.008971078112644,"IL18BP"
"cg25279613",0.00897069025034982,"OSBPL3"
"cg07865216",0.00896974723696927,"SLIT1"
"cg04198914",-0.00896722053226927,"HNF1B"
"cg26356061",-0.00896657130160166,"ZNF418"
"cg06244306",0.00895896761617265,"PC"
"cg17014757",0.00895570504915661,"CHI3L1"
"cg24147428",-0.00895364958994274,"SIPA1"
"cg18848287",0.00895289901628364,"LOC389458"
"cg25250968",-0.00895117334564449,"NEDD9"
"cg05298510",0.00895107640467538,"USP10"
"cg18404041",0.00894982208340431,"ITIH1"
"cg03062252",-0.00894962502665912,"MDGA1"
"cg01410876",0.00894879688809875,"LMTK3"
"cg06155229",0.00894864113717375,"PMPCB"
"cg07075347",-0.00894820121514726,"PGAM2"
"cg09554443",-0.00894755175415132,"CD247"
"cg05017199",0.00894414862142884,"TMEM176B"
"cg07746818",0.00894045467229781,"BEX4"
"cg07021532",-0.00893952520815346,"ZFP2"
"cg03179419",-0.00893801634921629,"RASA3"
"cg08941355",-0.0089372655574456,"HOXA1"
"cg12032655",0.00893644180813446,"CD177"
"cg08479516",0.00893634363385022,"VIPR2"
"cg04863005",0.0089323207506666,"TACSTD2"
"cg09204187",-0.00893104852234635,"SMPD4"
"cg21440084",-0.00892992242307838,"CSMD2"
"cg15803845",-0.00892797219909598,"BRSK2"
"cg22992772",0.00892725662858856,"BAIAP2"
"cg27205904",-0.00892395113115174,"TXNRD1"
"cg16997732",0.0089226323789948,"BAZ1B"
"cg22168489",0.00892186120522885,"WDR66"
"cg27421267",-0.00892115151852346,"DIP2C"
"cg02296564",-0.00891857623728146,"PRSS21"
"cg04215511",-0.00891764655363057,"CNTNAP4"
"cg19393008",0.00891718130025113,"KRT82"
"cg00355656",0.00891596227867665,"ABCB10"
"cg02059519",0.00891400895221202,"RXRA"
"cg12342675",-0.00891382125528938,"BICC1"
"cg01111856",0.00891309960311537,"MIRLET7A3"
"cg13874290",-0.00891226917273244,"ANXA4"
"cg04202511",0.0089076272313105,"NFATC3"
"cg18009484",-0.00890745403374964,"NTM"
"cg13857646",-0.00890665490737285,"PNPLA7"
"cg10075506",0.00890495459218133,"MYT1L"
"cg20208879",-0.00890448787261152,"CTNNA2"
"cg13283199",0.00890225277440897,"PCDHB7"
"cg11505026",-0.00889966509203,"PRKCE"
"cg06426114",-0.00889934433823019,"PITPNM3"
"cg12169700",-0.00889710726861223,"MAD1L1"
"cg07138768",-0.00889636956558559,"C7orf20"
"cg18240653",0.00889557613278566,"PHACTR2"
"cg12876594",-0.00889219071737961,"NPR2"
"cg09226051",-0.00889169598083644,"NLRP3"
"cg07971493",0.00889150863201369,"MAP3K15"
"cg06209491",0.00889015616855142,"NT5C1A"
"cg12949483",0.00888908767005617,"TMEM85"
"cg14480116",-0.00888741128706882,"SPRED2"
"cg27175016",0.00888727533015154,"SORCS2"
"cg25396728",-0.00888671309731153,"IQSEC3"
"cg26397662",-0.00888283464361456,"SNORD115-14"
"cg15204036",0.0088784533712039,"AGXT2L1"
"cg27145048",0.00887841564274875,"STK32C"
"cg13459606",0.00887835949416292,"GRB10"
"cg23919844",0.00887719461183873,"ARHGEF7"
"cg11195298",0.00887683525107504,"RGMA"
"cg10146330",-0.00887621238860722,"TTLL8"
"cg00074818",-0.00887548028954795,"CLDN23"
"cg05696969",0.00887483788945784,"SH3RF2"
"cg13698691",0.00887253926696299,"TNXB"
"cg16822540",-0.00886889789878797,"TNMD"
"cg18617394",-0.00886886936040709,"ATRX"
"cg01393705",0.00886870962597186,"SNORD115-15"
"cg09320190",-0.00886758808033401,"WNT3"
"cg26133769",0.00886650644238467,"PCDH7"
"cg02694620",0.00886341701664958,"FNDC3B"
"cg25638870",-0.00886328100828564,"NOX4"
"cg06768707",-0.00886246430762954,"PCDHB8"
"cg19497517",0.00886173419953123,"PLEC1"
"cg20935784",-0.00885711842224976,"LOC100101938"
"cg21454485",0.00885644190411321,"CD84"
"cg14390047",-0.00885421655129752,"ARHGEF10"
"cg25234359",-0.00884955348708074,"C19orf60"
"cg26004707",0.00884904472190516,"CLEC4GP1"
"cg21862081",0.00884871754707585,"POMT2"
"cg19605788",0.00884670057220521,"CNTD2"
"cg05044291",-0.00884254761377776,"LGR6"
"cg06588556",0.00884221483382908,"LDHAL6A"
"cg09578829",0.0088414587274713,"TBC1D1"
"cg26566189",-0.00884135310913478,"PSORS1C1"
"cg04487205",-0.00883557637446441,"C17orf98"
"cg13507563",0.00883386226383153,"SERGEF"
"cg06711380",0.00883257777134383,"FBXO47"
"cg12781794",-0.00883243164011283,"PHLDB1"
"cg24892148",-0.00882683929698596,"KILLIN"
"cg14864184",-0.00882604625051026,"ATP11A"
"cg26071680",0.00882503946814864,"SAV1"
"cg14336566",0.00882493566633173,"TDRD9"
"cg19383680",0.00882468976139981,"PTPRN2"
"cg01892977",-0.00882442564940108,"C1QTNF8"
"cg09267188",-0.00882438832236435,"PTDSS1"
"cg16754613",-0.00882437801543789,"ACSF3"
"cg18188328",-0.00882406548109795,"JARID2"
"cg17560136",-0.00881982773985117,"EPB49"
"cg18792022",0.0088156871753523,"FBXO2"
"cg00377653",0.00881468679774417,"GLS2"
"cg18836258",0.00881379999538207,"HDAC8"
"cg12694372",0.00881077758043671,"TNXB"
"cg27332878",0.00880922880227526,"ARNT2"
"cg18593194",0.00880847482678512,"ZBTB32"
"cg22633036",0.00880158689572859,"FGFR2"
"cg10991454",0.00880151267950568,"LCLAT1"
"cg19935040",0.00880067998490873,"FAM171A2"
"cg13457410",0.00879891033158133,"PIK3CD"
"cg10528826",0.00879888903210173,"PTPRN2"
"cg00932063",-0.00879826931391835,"LHPP"
"cg07838106",-0.00879779545503349,"AKR7A3"
"cg22413399",-0.00879607709973157,"TRIM48"
"cg14178347",0.00879532379361031,"PTPRN2"
"cg18425908",0.00879511989865861,"METTL14"
"cg25140571",-0.00879498445277591,"OXTR"
"cg09259772",0.00879471186266372,"ARL4A"
"cg03636880",0.00879339722757775,"HLA-DPB1"
"cg25955126",0.00879272251939812,"CRADD"
"cg14918082",-0.00879234466325876,"KCNAB3"
"cg18647570",0.00879209362473948,"DHX8"
"cg11437810",0.00878998609674767,"RPLP1"
"cg01847719",-0.00878892747089467,"CAT"
"cg05164926",-0.00878891347864539,"KCTD11"
"cg08967338",0.00878801171753316,"PCDHB17"
"cg27189395",0.00878708275332568,"C16orf55"
"cg04225254",-0.00878671245394354,"MAP7D3"
"cg24371425",0.00878624135221334,"PTCHD2"
"cg00917413",0.0087851279420561,"CAV2"
"cg22223119",0.00878378228404252,"FARP1"
"cg00405688",0.00877984768232859,"FOXI2"
"cg20761853",0.00877894254925694,"TIMP2"
"cg26450259",0.00877861021567748,"C10orf28"
"cg22712955",-0.00877806280465598,"PDE4DIP"
"cg25072766",-0.00877695270478352,"CARS"
"cg16694480",-0.00877404837605723,"CAPZB"
"cg21565575",-0.00876961344204851,"SLA2"
"cg24840300",-0.00876744797228947,"LPPR3"
"cg08393937",0.00876658867785022,"ARSB"
"cg02092181",0.00876582255475851,"DOT1L"
"cg23602478",-0.00876519016839347,"CNKSR1"
"cg11976736",-0.00876505210353186,"EID2"
"cg09315878",0.00876404972630702,"SDF4"
"cg26162794",0.00876222298847863,"CCDC144B"
"cg26751094",0.00876129980362609,"ABCC4"
"cg07553115",-0.00876091013016672,"IRS4"
"cg06699216",-0.00876012892344475,"CSGALNACT1"
"cg09365446",-0.00875778800426436,"GOLPH3L"
"cg12391372",0.00875622116828888,"SEMA4B"
"cg26834418",-0.00875178687814063,"CHORDC1"
"cg14041812",0.0087516323735493,"PALLD"
"cg07599136",0.00874472843683116,"AHRR"
"cg22901919",-0.00874332616553895,"CLGN"
"cg12968598",-0.0087416285068109,"CD2AP"
"cg25634175",0.00874059956931191,"EFNB2"
"cg09012264",0.00873596896945869,"SEPT6"
"cg23582644",0.0087327881443887,"SERPINB2"
"cg02247178",0.00873266315083541,"C13orf26"
"cg05206633",-0.0087324136146664,"COL23A1"
"cg22077361",0.00872932713115225,"FUCA1"
"cg03994959",-0.00872924846224085,"LIG4"
"cg14306994",0.00872793048652513,"MAGIX"
"cg22251955",0.008727784760258,"SCN4B"
"cg17745575",-0.00872664276007902,"FAM106A"
"cg05038881",0.00872507523308457,"APITD1"
"cg25350011",-0.00872163511794767,"ANGPT2"
"cg13523654",0.00872082059137537,"CHST9"
"cg24158878",-0.00872031360175776,"COL11A2"
"cg03493768",0.00871972465492944,"ART3"
"cg17635970",-0.00871872059107354,"HHLA1"
"cg16595288",0.00871451843097628,"RASGEF1A"
"cg26000619",0.00871437659869032,"AMH"
"cg04395153",-0.00871167676977374,"MYOG"
"cg01023870",0.0087090959781017,"SCOC"
"cg17966121",0.00870630577792596,"ZIC5"
"cg25558531",0.0087041382038523,"FAM27L"
"cg14065857",0.00870389796069272,"LTBP1"
"cg19949776",-0.00870269524566972,"LOC100132724"
"cg01165142",0.00870175751856144,"IL4R"
"cg22084642",-0.00869973941880779,"DNAH1"
"cg06964190",-0.00869929133441298,"LRRC10B"
"cg02663317",-0.00869891009088097,"STK38L"
"cg17833071",-0.00869769219235023,"HLA-DPB2"
"cg10575075",-0.00869515368043683,"ZNF438"
"cg12354192",0.00869504439417197,"TNIK"
"cg27116863",0.00869260468399492,"FAM190A"
"cg14983777",0.00868913086633563,"C7orf50"
"cg02475653",0.0086890204100737,"ATP2C2"
"cg23196985",0.00868775243197594,"CES1"
"cg09891288",-0.00868643960853702,"RPTOR"
"cg15992932",0.00868620350498229,"SFTA2"
"cg00039176",0.00868553338726297,"PCDHGA4"
"cg07509935",-0.00868497939742017,"LTB4R2"
"cg05630272",0.00868206242910342,"ADARB2"
"cg18709904",0.00867857247990777,"C14orf182"
"cg00355945",0.00867735151021082,"HCCS"
"cg21327343",-0.00867695869806216,"KLF8"
"cg27398640",0.00867648404317346,"LINGO1"
"cg13561409",-0.00867630098924638,"PIP5K1C"
"cg09296957",0.00867557825049885,"ACY3"
"cg25810938",-0.0086746977289354,"ANKMY1"
