"ProbeID","beta_auto","UCSC_RefGene_Names"
"cg11776124",-0.00102462289015587,"ZBTB11"
"cg22410057",0.0010232981076832,"C15orf38"
"cg14962159",0.00102275231686471,"SMAD9"
"cg02589576",0.00102243301057318,"TNNT2"
"cg18875496",-0.00102242701483324,"MSI2"
"cg08214029",0.00102047228390824,"CCL18"
"cg05209514",0.00101977262774261,"CPM"
"cg07820064",0.00101961437203049,"SPEG"
"cg03261155",-0.00101944365355516,"S100A7L2"
"cg05860566",0.00101878568768112,"TMC7"
"cg14336566",0.00101858863123431,"TDRD9"
"cg17117243",0.00101778276681395,"SESN1"
"cg24105081",-0.00101751224281692,"CACNA2D4"
"cg01649647",0.00101738935594094,"MYL9"
"cg23983783",0.00101715584474673,"N4BP2L1"
"cg07307484",0.001017006044028,"MINK1"
"cg12815142",0.00101694631337626,"CAMTA2"
"cg26897681",-0.00101690373759453,"AGPAT6"
"cg06158985",0.00101638104588666,"C3orf74"
"cg18936620",0.0010154787618571,"MPL"
"cg06800849",0.0010154202299362,"ACSF3"
"cg06130714",-0.00101496829542128,"GAS7"
"cg21839984",-0.00101476615765721,"MYO1D"
"cg27544046",0.00101429519828995,"VCAM1"
"cg09693464",0.00101258167414854,"LOC285954"
"cg10135717",-0.00101183264194347,"ADAMTS17"
"cg18342964",0.00101128129589085,"C6orf114"
"cg18506744",0.00101070043039907,"GPX4"
"cg21105175",0.00100992937701586,"RANBP3"
"cg24833027",-0.00100888893221515,"ARHGEF10"
"cg06426612",-0.00100855538304534,"EYS"
"cg26801538",0.00100808851044735,"CARS2"
"cg12888861",0.00100804791863067,"DDX1"
"cg09560161",0.00100709933685702,"PRKCZ"
"cg11939193",-0.00100700512839622,"ACTR1B"
"cg05598010",-0.00100696829979121,"GLTPD1"
"cg13884470",-0.00100637665882159,"HNRNPK"
"cg15233131",0.00100628753272122,"LPPR3"
"cg12833451",-0.00100616998216939,"CLASP2"
"cg20160182",0.00100566743183781,"DDX59"
"cg24554789",0.00100558655438376,"TINAGL1"
"cg08462941",0.00100512012481183,"PTPRS"
"cg05983405",-0.00100372538102776,"PRF1"
"cg03677924",0.00100339383462924,"MIP"
"cg25363679",0.0010017877917048,"PTPRB"
"cg15193249",-0.00100162382723029,"HHIPL1"
"cg12899423",0.00100104401248779,"ALX4"
"cg05375699",0.00100063252172196,"PRDM16"
"cg05020604",-0.00100027550666034,"ZNF529"
"cg04804052",-0.000999637041681938,"SMARCA4"
"cg13441156",-0.000999216840969643,"GHRL"
"cg11382945",0.000998061499557875,"C20orf26"
"cg15277914",0.000997691756821476,"DHX36"
"cg04650271",0.000997400639395526,"ANGPT4"
"cg19136192",0.000997224686437589,"RELL1"
"cg23283423",-0.000996597326672606,"NXN"
"cg16794579",-0.000996214225925341,"XYLT1"
"cg24506782",0.000995864016603782,"KSR2"
"cg17147440",0.000995767989596312,"TPM1"
"cg13802527",0.000995474635409729,"C9orf80"
"cg03335600",0.000995138190970648,"HIPK2"
"cg15775914",0.000994587396933933,"CHML"
"cg14969332",0.000994193517422287,"LPPR4"
"cg03419948",-0.000993605671623062,"CDC42EP1"
"cg17702736",0.000993362219154714,"SLC26A8"
"cg01403010",0.000993278512041142,"MAFF"
"cg06031268",-0.000991871321134776,"WRNIP1"
"cg13828808",0.000991860464689047,"ROR2"
"cg08224066",-0.000991742504099489,"DHX15"
"cg23233589",0.000991555616866199,"SYNE1"
"cg18451529",0.000990627515535321,"NBAS"
"cg25545088",-0.000989933904548702,"ABCC10"
"cg19321695",0.000989419747943537,"TSPAN1"
"cg06617876",0.00098912294726322,"LCN8"
"cg17036641",0.000988175966959694,"GNL3"
"cg07258507",0.000987661486558821,"IL25"
"cg07992340",-0.000987553852215113,"AARS"
"cg08435683",0.000986998574151479,"SLC23A2"
"cg26354367",0.000986853319169934,"NCRNA00171"
"cg25407736",0.000986788582281373,"GNG12"
"cg19595760",-0.000986013878150853,"MAN1C1"
"cg13426079",0.000985225704969094,"KCNQ4"
"cg10843276",-0.000985042519742801,"PCGF3"
"cg16734795",0.000984851785738656,"GPR77"
"cg00401761",-0.000984776577477735,"MYO7B"
"cg11345976",0.000984243899044184,"LCLAT1"
"cg19869037",0.000982209369609599,"DSE"
"cg14785464",0.000979927517290173,"HLCS"
"cg27613174",0.000979425892829071,"LFNG"
"cg18919017",0.000978466043435919,"DPYSL3"
"cg08752433",0.000977400354770769,"PPTC7"
"cg21598067",-0.000977111617168073,"PSD3"
"cg10625705",-0.000976306951195673,"SOX12"
"cg20801110",-0.000974772007258343,"ULK3"
"cg17129388",0.000974636716201414,"NGFR"
"cg09597192",0.000974242799941692,"AGPAT1"
"cg12551957",-0.000974237003688292,"FBXL18"
"cg06197616",0.000972997336773688,"MYO7B"
"cg22094071",0.000972181546842392,"FAM82B"
"cg11726250",-0.000971975519894072,"COL20A1"
"cg23888340",0.000971504029158902,"CYGB"
"cg19344626",-0.000971481204033097,"NWD1"
"cg25809905",-0.000971329995169471,"ITGA2B"
"cg06437799",0.000970844643037052,"DAP3"
"cg03556243",0.000969945214474549,"ZBTB20"
"cg04949632",-0.000969505268971868,"KSR2"
"cg10009497",-0.000968125286329365,"C7orf50"
"cg19981005",0.000967974641360932,"ZAR1L"
"cg02691035",-0.000967292182418712,"ACSF3"
"cg26427777",-0.000967199761032484,"ZHX2"
"cg03821384",0.000966468471837368,"ZDHHC1"
"cg25586848",0.000964642031836454,"C3orf21"
"cg05813673",0.000964591444070447,"SCFD2"
"cg18531779",0.000964479460492828,"C4orf26"
"cg26804336",0.000964156349373702,"PIK3R1"
"cg04549524",0.000963435223056361,"INPP5A"
"cg05239225",-0.000963318648627391,"AKAP13"
"cg13059136",0.000963198423617531,"SNORA54"
"cg21208996",-0.000962479619165011,"C14orf129"
"cg04956244",0.000962360813616421,"RARA"
"cg08215831",-0.000962346677241998,"CRH"
"cg14107328",0.000962085366843363,"ZAK"
"cg01687997",0.000961004370616376,"C7orf50"
"cg27596890",0.000960972215890843,"ZNF423"
"cg12044213",0.00096089437763006,"CCHCR1"
"cg16637813",0.000960590391660035,"MPP3"
"cg26918305",-0.000959862131855638,"GALNS"
"cg14500486",-0.000959810645604824,"FNDC1"
"cg19740054",-0.000959164490903169,"CNKSR1"
"cg00873050",0.000959057744691748,"TSSK3"
"cg21422623",0.000958063626351049,"ITPKB"
"cg06972911",0.000957797269328537,"FAM59A"
"cg20496643",0.000957619752288565,"RASL10B"
"cg10575075",-0.000957277321433673,"ZNF438"
"cg00946598",0.000956937737723873,"KDM4A"
"cg18430128",-0.000956872964049094,"ZNF135"
"cg03970849",-0.000956407097185277,"ODZ4"
"cg21487856",-0.000956325840369374,"SPTBN1"
"cg13366537",0.000956129530906406,"SCRN1"
"cg05554000",0.000955278475893782,"VIPR2"
"cg26286082",0.00095512198132975,"CCDC85C"
"cg09623773",-0.00095468059012911,"HTR5A"
"cg00715696",-0.000954473511397439,"KIAA0182"
"cg12087471",0.000954377259329974,"DGKZ"
"cg15033653",-0.000952936737326151,"CCDC42B"
"cg24466738",-0.00095240782428293,"MARCH1"
"cg20696605",0.000952225345131828,"KTELC1"
"cg08832220",0.000952222160939516,"WNT5A"
"cg08647039",0.000950782223728827,"NFIX"
"cg08613144",0.00094908854173488,"LYPD1"
"cg01044849",-0.000948172902078121,"NCRNA00171"
"cg04619882",0.000948099931356917,"KIAA1324"
"cg14620184",0.000948046512578359,"ALK"
"cg02550268",0.000947662408958082,"UBE2L3"
"cg25165975",0.00094754447312197,"EHMT2"
"cg12682382",-0.000947274586851934,"UBE2W"
"cg22950899",0.000947011497503622,"PTPRS"
"cg17084151",0.000946793158930331,"NCALD"
"cg13894535",0.000946648540158855,"CAPSL"
"cg24180759",0.000946100419826201,"ODZ2"
"cg14266770",-0.000946024636918825,"VAV2"
"cg16440561",0.000945657219038409,"SPEG"
"cg03515464",-0.00094337846448282,"BEGAIN"
"cg10373958",-0.00094244470106143,"KCNC1"
"cg26987613",0.000941867197999752,"VPS52"
"cg13970540",0.00094153071020837,"RPL18AP3"
"cg06142108",0.000941516579930318,"SYT17"
"cg06971503",-0.000941093577596704,"INF2"
"cg12078154",0.000940720300582645,"RPTOR"
"cg12198633",0.000940555207883013,"KLHL24"
"cg11597131",0.000940549200863753,"HOXD9"
"cg08653945",0.00093944543489771,"C16orf81"
"cg02975107",0.000939400186285616,"SEPT9"
"cg03494022",0.000938917878288834,"RNF165"
"cg14353958",0.000938881364234129,"FAM189A2"
"cg22487204",-0.000938655686731232,"MEF2D"
"cg16864658",-0.000938334478531674,"CCK"
"cg22266072",0.000938054054481979,"ME3"
"cg02915739",0.000937486738849376,"LRRC48"
"cg14954836",-0.000936510138893706,"SPPL2B"
"cg24332002",-0.00093455830694028,"HSPG2"
"cg07474755",-0.000934515280183274,"C11orf63"
"cg01442843",0.000934422351022071,"RASSF5"
"cg10993442",0.000934007336903283,"RUNX3"
"cg12053762",0.000933439452693037,"RIC8B"
"cg13988995",0.000933369394665501,"CARS2"
"cg20455092",-0.000933304890955496,"GHR"
"cg04257752",-0.000932154292962255,"C21orf29"
"cg10334354",0.000932055924520307,"EPHA5"
"cg24886710",0.000931797974675817,"CHD5"
"cg26613312",0.000931726616191225,"RNF152"
"cg14665366",-0.000931724582116602,"GPRIN3"
"cg14422315",0.000931523964390214,"CRTAC1"
"cg19142026",-0.000931341014346731,"HOXA4"
"cg24495681",0.000930578353537227,"COL14A1"
"cg15804973",0.000929207431221473,"MAP3K5"
"cg08938062",-0.000928958374995402,"RP5-1022P6.2"
"cg26966186",-0.000928848300285135,"EFNA5"
"cg26129353",0.000928787867450424,"ATP8B1"
"cg13086025",-0.000928484738340365,"KIAA1967"
"cg07441794",0.000928401994981498,"USH1G"
"cg01321816",0.000927823049584158,"BLM"
"cg01044293",-0.000927134889791141,"ITGA6"
"cg12110395",-0.000926764346661415,"ZNF570"
"cg02608124",0.000926295898576618,"MRGPRX4"
"cg20101015",0.00092627515224035,"CUGBP1"
"cg09444090",-0.000925855195958805,"SORL1"
"cg16993754",-0.000925839563213537,"CARD11"
"cg19170156",-0.000925411650908704,"GPATCH8"
"cg23352942",-0.000925244697662438,"PTH1R"
"cg08615650",0.000925051682179252,"ADRBK1"
"cg21949781",-0.0009249988043686,"PSTPIP2"
"cg23325384",0.000924549406686546,"ACSL3"
"cg21659425",-0.000923490549803959,"C3orf22"
"cg25935014",0.000923423302820229,"C12orf42"
"cg14643264",0.000923239278659177,"MOBKL2B"
"cg05181186",0.000922315305427786,"CDS1"
"cg15901783",0.00092171994217004,"KCTD12"
"cg04282082",-0.000921697715683448,"LHX6"
"cg11915672",0.000921529031447934,"LOC221442"
"cg12819011",-0.00092140225389927,"C12orf35"
"cg22185043",-0.000921323043119598,"SEH1L"
"cg11684549",0.000921145899347863,"AATK"
"cg27164770",0.000920562987577172,"GPC6"
"cg22976732",-0.000920463132196772,"MN1"
"cg09873933",0.000920121605565109,"TGFBI"
"cg20994561",0.00091970804477428,"BAI1"
"cg01770019",0.000918383448811233,"C1orf127"
"cg09471804",-0.000918223968230577,"BRD9"
"cg14034757",0.000918147722744537,"CAMK1G"
"cg05131266",0.000917882257826689,"C14orf159"
"cg20316440",-0.000916840442064621,"RERE"
"cg23761815",0.000916660727436495,"SLC29A3"
"cg26823505",0.000916051805738639,"CLPS"
"cg10671907",-0.000915924876846352,"CD164"
"cg00251678",0.000915658581780482,"PRDM16"
"cg08723913",0.000915487378993331,"MIR568"
"cg11481675",-0.000915478269838417,"NRG1"
"cg25026992",0.000915440889229368,"PCDHB7"
"cg09678939",-0.000915352394800977,"ZC3H12D"
"cg20657709",-0.000915271783657879,"BRE"
"cg21067750",0.000915038377492759,"PHGR1"
"cg24499605",-0.000915017086665597,"PRDM16"
"cg10864794",-0.000914976790140593,"ARSB"
"cg17320136",0.000914865683345445,"ANKRD33B"
"cg14599440",0.000914535910471754,"MPPE1"
"cg16707262",-0.000914449501347067,"TRIM26"
"cg26472802",0.000914260139190545,"AIRE"
"cg17302158",0.000913857762665085,"RNF219"
"cg01282269",0.000913663954049762,"DSCAM"
"cg09147065",0.000913386484290769,"C8orf55"
"cg16632132",-0.000912932619880369,"LOC146336"
"cg10451425",0.000912745659332113,"ARMC5"
"cg10787911",0.00091244934984292,"GPR20"
"cg05995496",0.000912375336428592,"TRIM10"
"cg01868106",0.000912072002918192,"GRIK4"
"cg09094804",-0.000911715773562209,"NUDT21"
"cg12315311",0.000911628669111514,"VSTM1"
"cg10700717",-0.00091159971970379,"POGZ"
"cg16293569",0.000911241036651033,"KCNQ1"
"cg16274678",-0.000910946369126121,"TPM3"
"cg11619782",0.000910929413637852,"EXD3"
"cg16177163",0.000910200752689545,"MTERFD1"
"cg04225088",-0.000910131494656983,"HIPK3"
"cg08458745",0.00090999834799648,"ETS1"
"cg23921777",0.000909666412971533,"KIAA1530"
"cg01932182",0.000909146141556396,"COLEC11"
"cg05821464",0.0009080590833281,"GRAMD4"
"cg27028800",-0.000907399911631316,"CDC42BPB"
"cg20830573",-0.000906786696683053,"C7orf50"
"cg18470456",-0.000905835757902411,"CLDN10"
"cg03337218",0.00090537520075887,"PRTFDC1"
"cg13318129",-0.00090524750533806,"FAM118A"
"cg04312119",-0.000904067905085369,"FAM26E"
"cg07805029",-0.000903905332161271,"GFI1"
"cg01145709",-0.000903535211520511,"NDUFA4"
"cg07063463",-0.000902812473760663,"MATN4"
"cg01851450",0.000902418139974808,"RAB32"
"cg12709880",-0.000902344224501902,"NPC1"
"cg02124524",0.000902332054867265,"KIAA0182"
"cg04408104",-0.000901906562909999,"WDSUB1"
"cg20782724",-0.000901557158824581,"TNS3"
"cg09578829",0.000901537857030578,"TBC1D1"
"cg23355492",0.000901501538771761,"SP6"
"cg08491437",0.000901477976828116,"FUBP1"
"cg21146537",0.000901378894502084,"TOM1"
"cg27288971",-0.000900949728115302,"ARPC2"
"cg08337166",0.000900843799735197,"CMKLR1"
"cg04694389",-0.000900715203916303,"AAK1"
"cg22657632",0.000900412732421155,"IGFBP5"
"cg19935040",0.000900327668568953,"FAM171A2"
"cg08326861",-0.000900170923967536,"ANXA13"
"cg21847720",-0.000899665788073758,"MYOM2"
"cg19549714",0.00089940473412136,"TGIF1"
"cg14420245",-0.000899049030422056,"ACVR2A"
"cg05817996",-0.00089839902550509,"C11orf93"
"cg27540367",-0.000898243208668369,"TGFB1"
"cg02622803",0.00089754301981457,"FGF18"
"cg03639223",0.000897355307528421,"ZBTB4"
"cg06538141",0.000897247594770047,"COX4I2"
"cg24108508",0.000897242294824973,"FAM20B"
"cg12298872",0.000897231992048713,"C1orf69"
"cg00513205",-0.000897037223881606,"NEUROG1"
"cg26123647",0.000896633936961375,"MYT1L"
"cg02015876",-0.000896253813875699,"SYNM"
"cg06239526",-0.000895657997717007,"SLC27A3"
"cg19025430",0.000894986501519361,"ZNF354C"
"cg07648698",0.000894601899316539,"AMPH"
"cg08173216",-0.00089440465018155,"CHP"
"cg02717454",-0.00089344532704182,"CREBBP"
"cg13919285",-0.000893228218896453,"EDN3"
"cg01476047",-0.000892739064675052,"ASCC1"
"cg25683358",0.000892300097160048,"KIAA1217"
"cg26340740",0.00089212400932115,"MPEG1"
"cg23247968",-0.00089191012780547,"C10orf26"
"cg13303654",-0.00089184175034229,"ZEB1"
"cg18942579",-0.000891496653551439,"TMEM49"
"cg20710667",0.000890797535445586,"DEFB1"
"cg13394491",0.000890796114925324,"FBXL7"
"cg07814565",0.000890706251590284,"OR10C1"
"cg12551813",0.000890408606578487,"CAMSAP1L1"
"cg23248729",0.000889971838719376,"FGGY"
"cg16868784",-0.000888940726229226,"TMEM116"
"cg17030628",0.000888886281303711,"IL20"
"cg23430388",-0.000888562095520717,"SYNPR"
"cg27339474",-0.000888557206442503,"CSNK2A2"
"cg03383239",0.000887951353703536,"RALA"
"cg08052292",-0.000887856328415814,"ARHGEF3"
"cg00160886",-0.000887311983435811,"VEPH1"
"cg14673722",0.000886485590222733,"SLC39A11"
"cg20321756",0.000886442282954819,"DIXDC1"
"cg13168012",0.000886339283072403,"TMEM132A"
"cg03951724",-0.000886314068467781,"TBC1D10A"
"cg14084609",0.000885567783882594,"EVL"
"cg04599612",0.000885317650035627,"SLC2A7"
"cg05393726",-0.000885286833698796,"RAB6B"
"cg03556021",0.0008844625590354,"REEP5"
"cg09214412",0.000884272392322195,"RGMA"
"cg23514375",-0.00088408524746401,"DCUN1D2"
"cg25278144",0.000883375503099603,"TBC1D16"
"cg03552937",-0.000882849760069149,"ZMIZ2"
"cg06036471",0.000882771382328171,"CPEB3"
"cg03013070",0.000882629004704885,"PLCE1"
"cg13106156",0.000882484980375398,"COL11A2"
"cg21495139",-0.000882229383060972,"TMEM179"
"cg22041417",0.000882174499538436,"TPM4"
"cg00387357",0.000881325963616275,"DOK7"
"cg07112604",-0.000881299793215956,"CCDC88C"
"cg00488514",0.000880829920602031,"HPS4"
"cg02423574",0.000880766486870825,"CCDC153"
"cg01727899",0.000880654211547392,"SPATA17"
"cg20529070",-0.000880597933779068,"L3MBTL"
"cg12940822",0.000880545097296416,"FBN2"
"cg09240267",0.000880534452692633,"MAPRE1"
"cg00744739",0.000880235300645089,"PRR21"
"cg26953232",-0.000880194646587981,"BRD2"
"cg06924873",0.000880184035449586,"MAP1D"
"cg16021775",-0.000880120328964316,"LOC400891"
"cg03994959",-0.000878732686461478,"LIG4"
"cg09430827",0.000878506137959197,"RBM17"
"cg09350497",0.000877841010457065,"ZFYVE26"
"cg07780074",0.000877237550345505,"GTDC1"
"cg24435844",0.000877234828903314,"GAS2"
"cg13666041",0.000877179639815417,"ACTN1"
"cg01816726",-0.000876592881786252,"ST8SIA6"
"cg15584547",-0.000876410312964596,"BTBD1"
"cg24583624",-0.000875456235593807,"PCDHB5"
"cg22776451",0.000875438040126811,"SLC28A1"
"cg13998728",0.000875244776282975,"MYO3B"
"cg04906603",-0.000874398584500394,"EXOC6B"
"cg12494529",0.000874352807961978,"C10orf110"
"cg13172001",-0.000872570180794137,"SMYD1"
"cg23052615",0.000871963168479314,"ZNF347"
"cg17720614",-0.000871696932883589,"KREMEN1"
"cg05859264",0.000871501639656447,"MAPK13"
"cg09598552",0.000869845027797911,"CDH23"
"cg26209676",-0.000869551028037758,"ZNF581"
"cg02747612",-0.000869176441860478,"ZNF91"
"cg09644952",0.000869141380482148,"CD86"
"cg18764804",0.000868858347079993,"PARP1"
"cg25597084",-0.000868737082411459,"PAK4"
"cg21207593",0.000868594790866773,"LIG3"
"cg03348466",-0.000868491429073987,"CRTC3"
"cg08289189",-0.000868440684518076,"COMT"
"cg10208301",-0.000868165692143508,"DNHD1"
"cg24633242",-0.000867961366833843,"AKTIP"
"cg15150970",-0.00086765188368037,"DNMT3A"
"cg18522931",0.000867630794971848,"ARID5B"
"cg19460836",-0.000867427572913438,"BAIAP2"
"cg22849665",0.000867323648216245,"PRRT1"
"cg12516954",-0.000867215794754623,"H2AFY"
"cg19165216",0.000866994511843849,"RPLP2"
"cg24899806",-0.0008669893441297,"KCND2"
"cg21679509",-0.000866497297743584,"JAZF1"
"cg05414754",0.000866288000969703,"PDZRN4"
"cg01777341",-0.000865961077917859,"GALNT6"
"cg21126583",0.000865041734800341,"CNTNAP2"
"cg03728296",0.000865010292069867,"SLC26A10"
"cg11027330",0.000864980966058352,"METRN"
"cg05508862",0.00086457420237114,"SLC5A10"
"cg00704554",0.000864453501544911,"LOC100128239"
"cg18142162",-0.000863911968362242,"CCDC23"
"cg12476579",0.000863572340096064,"DOCK2"
"cg00559992",-0.000863103452711703,"PIK3R1"
"cg09741240",-0.000862688827127446,"NQO2"
"cg04930816",0.000862075703078227,"GNAO1"
"cg14545418",0.000861906665275348,"TLE1"
"cg26958777",-0.000861884829814662,"TBCD"
"cg00639656",0.000861761889910421,"SNORD42A"
"cg20665259",0.000861475544980946,"KCNH2"
"cg07535316",0.000861446723174738,"CACNA2D1"
"cg08499832",-0.000861418093308873,"CNTN4"
"cg14345882",-0.000861354061585924,"BTN3A2"
"cg19583967",0.000861189570148574,"ESR2"
"cg20478120",0.000861161011637883,"PFDN6"
"cg09832613",0.000860888779924744,"SDK1"
"cg23782083",0.000860219623915773,"ASH2L"
"cg14974772",0.000860117810973741,"FBLN5"
"cg10417128",0.000859817731258266,"NEB"
"cg17405058",-0.000859795821920977,"ACAP3"
"cg07091678",-0.000859275500434365,"CRTAC1"
"cg23136742",-0.000859123148014388,"KCNK3"
"cg09522825",-0.000859010349951224,"KCNIP1"
"cg26774971",0.000858832647330981,"TMEM181"
"cg17593404",-0.000858776755896834,"DLD"
"cg05503968",0.000858269991704213,"FAM59A"
"cg02646225",-0.000857619334750225,"LRRCC1"
"cg23111655",-0.000857617918659361,"CAPZB"
"cg15988239",0.000857615147141632,"PDHX"
"cg24266485",-0.000857507541959179,"HLA-DPB2"
"cg16259362",0.000857174661365858,"ITIH3"
"cg20792206",-0.000856709231029656,"SNAPC5"
"cg08548882",0.000856553700704592,"PLEKHG1"
"cg23587176",-0.000856223372315648,"FOXK1"
"cg26406292",0.000855953168399317,"HIP1"
"cg01674130",0.000855524593144644,"FHDC1"
"cg08553601",-0.000855135216728179,"RASL11B"
"cg01006102",-0.00085438917884568,"TNK2"
"cg05787035",0.000853457149642956,"LGR6"
"cg24457403",0.000853088863816929,"KRT16"
"cg01993124",0.000852993163942932,"PKD1L2"
"cg02307597",0.000852790908193832,"ABHD8"
"cg11737676",0.000852753244183173,"DDAH1"
"cg09976369",0.000852282948893858,"TSSC1"
"cg25019777",-0.000852260912369857,"USP46"
"cg26432088",0.000852183138017884,"HAVCR1"
"cg07641807",0.000851634792893474,"MIR19A"
"cg05592035",-0.000851534494009671,"CD300A"
"cg27127091",-0.000851492085592547,"SFMBT1"
"cg14988083",0.000851442264739624,"FGFR3"
"cg11291798",0.00085125257707425,"EPHA1"
"cg22628235",0.000851195153893184,"SYNGR1"
"cg13749670",0.000850677779946826,"COL5A1"
"cg19952454",0.000850467785842601,"IGF2BP2"
"cg20703614",0.000849305180934964,"YDJC"
"cg11367633",0.000848662911164355,"CHD6"
"cg16437728",0.00084855313540093,"SYT9"
"cg25066857",0.000848483508993842,"GNLY"
"cg09770075",-0.000848459223603293,"GPX5"
"cg05261851",0.000848442076856349,"SLC12A4"
"cg26293512",0.000848109898355074,"TEPP"
"cg16316472",-0.000847824394106661,"CCNI"
"cg02323699",0.000847361417828351,"NCAM1"
"cg08269402",-0.000847110597589799,"HLA-DRB1"
"cg05200037",-0.000846519748156402,"ZC3H12D"
"cg08946713",-0.000846360084991981,"STAT1"
"cg23387863",0.000846035460741628,"SGK269"
"cg12354192",0.000845904470269769,"TNIK"
"cg10356210",0.000845048159265696,"KCNK3"
"cg12272104",0.000844656478780711,"DAZAP1"
"cg09174555",0.000844570258845904,"S100A8"
"cg15736127",-0.000844377622044769,"GPD2"
"cg06216065",0.000844369297052182,"ZDHHC18"
"cg08772003",0.000844041843826847,"AS3MT"
"cg01331196",0.000843969351978416,"HRH1"
"cg17833071",-0.000843050453737333,"HLA-DPB2"
"cg00753399",0.000842897474759558,"MOBKL1B"
"cg25773262",0.000842819956867639,"BCAN"
"cg07721901",0.000841723126952013,"FAM81B"
"cg13781843",0.000841694461757473,"PTPN13"
"cg05031519",-0.000840978941913569,"FAM117A"
"cg10142520",-0.000840221968653323,"EHBP1L1"
"cg08062087",0.000839774505728699,"C2orf66"
"cg04976330",0.000839468829249388,"PUM1"
"cg11200743",0.000839251950328008,"ZNF192"
"cg05305140",0.000839120326579015,"SDR16C5"
"cg15228694",0.000838828940298162,"CYB5R2"
"cg09676390",0.000838654280237294,"ADARB1"
"cg12930553",0.000838045498853507,"ATOH8"
"cg13586038",0.000837394031349095,"SMARCA2"
"cg05163510",-0.000837266827774664,"RPS6KB2"
"cg07708516",-0.000837141553438885,"MFAP5"
"cg13487312",0.000836705204385529,"TNKS1BP1"
"cg18220799",-0.000836234535147366,"LOXHD1"
"cg17426273",0.000836089348907751,"NEBL"
"cg18058689",0.000836026033451509,"GPC6"
"cg14065857",0.000835852535888517,"LTBP1"
"cg26727666",0.000835240776921263,"FAM18A"
"cg03536711",0.000834790491525002,"LOC400804"
"cg25104397",-0.000832466987490801,"C10orf26"
"cg25349729",0.000832397710265197,"PTPN14"
"cg00536792",-0.000832336024108755,"KLHL31"
"cg14884929",0.000831750149542081,"MIR10A"
"cg05653018",0.00083154596183975,"ELF3"
"cg05460226",-0.000831431565647351,"PIK3R5"
"cg06271561",0.000831269333677898,"ALPK3"
"cg12122302",-0.00083126077081716,"FRMD4B"
"cg10140728",-0.000830605705563094,"APH1B"
"cg26818464",-0.000829585453642689,"PRKCQ"
"cg19327213",-0.000829415555236734,"KPTN"
"cg26128456",-0.000828862263363253,"JAKMIP1"
"cg19272349",-0.000828507488182503,"CSNK1A1L"
"cg02501166",-0.000828361771625264,"TMEM132C"
"cg05942562",-0.000828086990372136,"PRAGMIN"
"cg00211630",-0.000828035950804136,"P4HA3"
"cg21107103",0.000827411692609861,"SPTY2D1"
"cg25076324",0.000827297779586662,"PIWIL2"
"cg03060158",0.000827246328922916,"IP6K2"
"cg03136323",0.000827242527509136,"SYT17"
"cg04295144",0.000826353755474869,"ICAM5"
"cg26343298",0.000825952334509652,"TP53INP1"
"cg03658578",-0.000825553126198137,"SLC7A14"
"cg11059800",0.000825424953902006,"EEF2K"
"cg20644981",-0.000824101789811203,"RPS3A"
"cg05769169",0.000823634725038602,"EGLN3"
"cg12252865",0.000823616226008007,"HDAC11"
"cg10414946",0.000823220986640439,"MS4A2"
"cg06187947",0.000822811552863561,"GULP1"
"cg16412573",0.000822385382738181,"RGS6"
"cg04972244",-0.000821507733944219,"NLRC5"
"cg17664128",0.000820827439567956,"CNFN"
"cg06094523",-0.000820702763428245,"SLC2A1"
"cg23892836",-0.000820575631539737,"HLA-F"
"cg17304025",0.000820044931222526,"OR6B1"
"cg20295353",0.000819303722006445,"ZBTB1"
"cg07915849",0.000819288554538708,"ABCA17P"
"cg20597569",0.000819259405951519,"MEGF11"
"cg25119743",0.000818700608284818,"CUGBP2"
"cg21678377",0.000818629664804176,"DPP10"
"cg03779374",0.000818562489343273,"ZBTB20"
"cg23919844",0.00081831416444009,"ARHGEF7"
"ch.15.1221715R",-0.000818039126556964,"SIN3A"
"cg20493960",0.000817975649263133,"AMOTL1"
"cg11942956",0.000817824550916512,"EYA4"
"cg00186143",0.000817438153245393,"RSAD2"
"cg13478668",-0.000816017960357182,"SCAI"
"cg01622718",-0.000815404630033042,"PTPRN2"
"cg22107533",0.000814893389540147,"TRIM69"
"cg03874978",0.000814799326170585,"FGFR3"
"cg15349559",0.000814321859552723,"ADARB1"
"cg22525154",0.000814290203686029,"CECR2"
"cg16056044",0.000813650398260238,"THRAP3"
"cg07563069",-0.000813056617637487,"MMEL1"
"cg04821794",-0.000811850247200551,"NDNL2"
"cg22602105",0.000811077830472761,"SPON2"
"cg21550785",0.000811066780115905,"ALK"
"cg16196762",0.000810582423869923,"PTK2"
"cg16082606",-0.000810473516073532,"CDCA4"
"cg09408116",-0.000809735363922361,"C16orf80"
"cg15378605",0.00080931278658067,"CHST15"
"cg12065228",0.000809287085393726,"PQLC2"
"cg00004089",-0.000808393821864126,"MXRA7"
"cg14708218",0.000808191376497479,"LOC399815"
"cg17835072",0.00080795716283511,"ATP6V1B1"
"cg23551198",0.000807582740232607,"P2RX5"
"cg14913969",-0.000807465008384949,"GATA6"
"cg10576245",-0.000807397796092252,"PCNXL2"
"cg17453374",0.00080716529563227,"DIO1"
"cg06687489",-0.000807124166281846,"MYO5C"
"cg11691429",-0.000807110283695401,"SNTG2"
"cg12753787",0.000806754711381373,"PRDM16"
"cg15225844",0.000806611119531439,"MYT1L"
